"parent","child","parentCount","childCount","p(parent|child)"
"Cabinet","Knife","2.0","12.0","0.16666666666666666"
"CuttingBoard","Knife","4.0","12.0","0.3333333333333333"
"EndTable","Knife","1.0","12.0","0.08333333333333333"
"ServingTray","Knife","2.0","12.0","0.16666666666666666"
"Plate","Knife","3.0","12.0","0.25"
"Nightstand","Knife","1.0","12.0","0.08333333333333333"
"Table","Knife","1.0","12.0","0.08333333333333333"
"Room","Copier","2.0","2.0","1.0"
"Room","Shelf","6.0","6.0","1.0"
"Room","LabTable","12.0","12.0","1.0"
"Room","HangingPlant","1.0","1.0","1.0"
"ROOT","Room","133.0","133.0","1.0"
"CoffeeTable","ServingTray","3.0","3.0","1.0"
"Table","ServingTray","3.0","3.0","1.0"
"Room","Backpack","1.0","1.0","1.0"
"ChestOfDrawers","PerfumeSpray","1.0","1.0","1.0"
"Dresser","PerfumeSpray","1.0","1.0","1.0"
"Book","Cd","2.0","48.0","0.041666666666666664"
"Cabinet","Cd","4.0","48.0","0.08333333333333333"
"TvStand","Cd","2.0","48.0","0.041666666666666664"
"DiscCase","Cd","1.0","48.0","0.020833333333333332"
"BookOpen","Cd","2.0","48.0","0.041666666666666664"
"WallUnit","Cd","1.0","48.0","0.020833333333333332"
"MediaStorage","Cd","1.0","48.0","0.020833333333333332"
"Desk","Cd","38.0","48.0","0.7916666666666666"
"CornerDesk","Cd","1.0","48.0","0.020833333333333332"
"VideoGame","Cd","1.0","48.0","0.020833333333333332"
"EntertainmentCenter","Cd","7.0","48.0","0.14583333333333334"
"Sideboard","Cd","4.0","48.0","0.08333333333333333"
"Room","Board","6.0","6.0","1.0"
"Rug","Pillow","2.0","9.0","0.2222222222222222"
"Couch","Pillow","3.0","9.0","0.3333333333333333"
"Bed","Pillow","4.0","9.0","0.4444444444444444"
"Room","Bottles","1.0","1.0","1.0"
"Room","Cabinet","18.0","18.0","1.0"
"Paper","Paper","5.0","28.0","0.17857142857142858"
"LabTable","Paper","2.0","28.0","0.07142857142857142"
"Monitor","Paper","3.0","28.0","0.10714285714285714"
"Desk","Paper","18.0","28.0","0.6428571428571429"
"DiningTable","Paper","2.0","28.0","0.07142857142857142"
"Table","Paper","2.0","28.0","0.07142857142857142"
"KitchenCounter","Toaster","1.0","3.0","0.3333333333333333"
"Counter","Toaster","3.0","3.0","1.0"
"ChestOfDrawers","TapeMeasure","3.0","3.0","1.0"
"Dresser","TapeMeasure","1.0","3.0","0.3333333333333333"
"Nightstand","TapeMeasure","2.0","3.0","0.6666666666666666"
"CoffeeTable","KnifeSet","2.0","3.0","0.6666666666666666"
"Table","KnifeSet","2.0","3.0","0.6666666666666666"
"Cupboard","KnifeSet","1.0","3.0","0.3333333333333333"
"Sink","HangingRack","2.0","2.0","1.0"
"PlateStack","Apple","1.0","8.0","0.125"
"CuttingBoard","Apple","4.0","8.0","0.5"
"Plate","Apple","4.0","8.0","0.5"
"Vanity","Toothpaste","2.0","2.0","1.0"
"Room","Subwoofer","4.0","8.0","0.5"
"Desk","Subwoofer","4.0","8.0","0.5"
"4Shelves","Projector","2.0","2.0","1.0"
"Bookcase","Projector","2.0","2.0","1.0"
"Room","FileCabinet","6.0","6.0","1.0"
"Ottoman","HatWeird","1.0","1.0","1.0"
"TableSmall","Soup","1.0","9.0","0.1111111111111111"
"Plate","Soup","1.0","9.0","0.1111111111111111"
"Desk","Soup","5.0","9.0","0.5555555555555556"
"DiningTable","Soup","1.0","9.0","0.1111111111111111"
"Counter","Soup","2.0","9.0","0.2222222222222222"
"Table","Soup","1.0","9.0","0.1111111111111111"
"RoundTable","Soup","1.0","9.0","0.1111111111111111"
"WallUnit","Receiver","1.0","2.0","0.5"
"MediaStorage","Receiver","1.0","2.0","0.5"
"DvdPlayer","Receiver","1.0","2.0","0.5"
"MediaPlayer","Receiver","1.0","2.0","0.5"
"EntertainmentCenter","Receiver","1.0","2.0","0.5"
"CoffeeTable","PottedPlant","5.0","60.0","0.08333333333333333"
"LabTable","PottedPlant","1.0","60.0","0.016666666666666666"
"4Shelves","PottedPlant","7.0","60.0","0.11666666666666667"
"ChestOfDrawers","PottedPlant","1.0","60.0","0.016666666666666666"
"LargeTable","PottedPlant","2.0","60.0","0.03333333333333333"
"Credenza","PottedPlant","1.0","60.0","0.016666666666666666"
"Table","PottedPlant","14.0","60.0","0.23333333333333334"
"SmallTable","PottedPlant","2.0","60.0","0.03333333333333333"
"EntertainmentCenter","PottedPlant","5.0","60.0","0.08333333333333333"
"TvStand","PottedPlant","1.0","60.0","0.016666666666666666"
"Room","PottedPlant","18.0","60.0","0.3"
"EndTable","PottedPlant","2.0","60.0","0.03333333333333333"
"Plate","PottedPlant","1.0","60.0","0.016666666666666666"
"MediaStorage","PottedPlant","3.0","60.0","0.05"
"WallUnit","PottedPlant","3.0","60.0","0.05"
"Desk","PottedPlant","5.0","60.0","0.08333333333333333"
"Cupboard","PottedPlant","1.0","60.0","0.016666666666666666"
"RoundTable","PottedPlant","6.0","60.0","0.1"
"FilingCabinet","PottedPlant","1.0","60.0","0.016666666666666666"
"SideTable","PottedPlant","5.0","60.0","0.08333333333333333"
"CornerDesk","PottedPlant","1.0","60.0","0.016666666666666666"
"DresserWithMirror","PottedPlant","1.0","60.0","0.016666666666666666"
"Shelving","PottedPlant","2.0","60.0","0.03333333333333333"
"FileCabinet","PottedPlant","1.0","60.0","0.016666666666666666"
"TableSmall","PottedPlant","1.0","60.0","0.016666666666666666"
"DeskCorner","PottedPlant","2.0","60.0","0.03333333333333333"
"Bookcase","PottedPlant","11.0","60.0","0.18333333333333332"
"DiningTable","PottedPlant","5.0","60.0","0.08333333333333333"
"Dresser","PottedPlant","1.0","60.0","0.016666666666666666"
"3Shelves","PottedPlant","4.0","60.0","0.06666666666666667"
"FloorSpeaker","PottedPlant","1.0","60.0","0.016666666666666666"
"Speaker","PottedPlant","1.0","60.0","0.016666666666666666"
"Room","MopBucket","2.0","2.0","1.0"
"Room","CoveredTable","1.0","1.0","1.0"
"Cabinet","VideoGame","3.0","18.0","0.16666666666666666"
"TvStand","VideoGame","2.0","18.0","0.1111111111111111"
"DiscCase","VideoGame","1.0","18.0","0.05555555555555555"
"WallUnit","VideoGame","6.0","18.0","0.3333333333333333"
"MediaStorage","VideoGame","6.0","18.0","0.3333333333333333"
"Desk","VideoGame","1.0","18.0","0.05555555555555555"
"Bookcase","VideoGame","4.0","18.0","0.2222222222222222"
"VideoGame","VideoGame","2.0","18.0","0.1111111111111111"
"3Shelves","VideoGame","4.0","18.0","0.2222222222222222"
"EntertainmentCenter","VideoGame","11.0","18.0","0.6111111111111112"
"Sideboard","VideoGame","3.0","18.0","0.16666666666666666"
"Room","MilkCrate","1.0","1.0","1.0"
"WallUnit","Wii","1.0","1.0","1.0"
"MediaStorage","Wii","1.0","1.0","1.0"
"EntertainmentCenter","Wii","1.0","1.0","1.0"
"Desk","CerealBowl","1.0","1.0","1.0"
"Cabinet","DiscCase","3.0","10.0","0.3"
"TvStand","DiscCase","1.0","10.0","0.1"
"DiscCase","DiscCase","1.0","10.0","0.1"
"Bookcase","DiscCase","4.0","10.0","0.4"
"VideoGame","DiscCase","2.0","10.0","0.2"
"3Shelves","DiscCase","4.0","10.0","0.4"
"EntertainmentCenter","DiscCase","4.0","10.0","0.4"
"Sideboard","DiscCase","3.0","10.0","0.3"
"ChestOfDrawers","Canister","2.0","2.0","1.0"
"Dresser","Canister","2.0","2.0","1.0"
"Room","WelcomeMat","1.0","1.0","1.0"
"Refrigerator","Jug","2.0","4.0","0.5"
"Fridge","Jug","2.0","4.0","0.5"
"DiningTable","Jug","2.0","4.0","0.5"
"Table","Jug","2.0","4.0","0.5"
"SmallTable","Jug","2.0","4.0","0.5"
"RoundTable","Jug","2.0","4.0","0.5"
"Room","7Shelves","1.0","1.0","1.0"
"ChestOfDrawers","Ring","1.0","3.0","0.3333333333333333"
"Sink","Ring","2.0","3.0","0.6666666666666666"
"Dresser","Ring","1.0","3.0","0.3333333333333333"
"DresserWithMirror","Ring","1.0","3.0","0.3333333333333333"
"Room","Refrigerator","5.0","5.0","1.0"
"Room","SideChair","23.0","32.0","0.71875"
"Rug","SideChair","9.0","32.0","0.28125"
"EndTable","PillBottle","1.0","10.0","0.1"
"ScienceDesk","PillBottle","2.0","10.0","0.2"
"Shelf","PillBottle","1.0","10.0","0.1"
"Vanity","PillBottle","2.0","10.0","0.2"
"TableClock","PillBottle","2.0","10.0","0.2"
"ChestOfDrawers","PillBottle","2.0","10.0","0.2"
"Counter","PillBottle","2.0","10.0","0.2"
"Clock","PillBottle","2.0","10.0","0.2"
"Table","PillBottle","1.0","10.0","0.1"
"Nightstand","PillBottle","3.0","10.0","0.3"
"Washer","ClothesPin","5.0","5.0","1.0"
"Counter","OnionHolder","2.0","2.0","1.0"
"TvStand","Joystick","2.0","2.0","1.0"
"EntertainmentCenter","Joystick","2.0","2.0","1.0"
"ChestOfDrawers","PotRack","1.0","1.0","1.0"
"Dresser","PotRack","1.0","1.0","1.0"
"DresserWithMirror","PotRack","1.0","1.0","1.0"
"Room","TowelBar","4.0","4.0","1.0"
"CoffeeTable","WineBottle","4.0","16.0","0.25"
"ChestOfDrawers","WineBottle","1.0","16.0","0.0625"
"Bookcase","WineBottle","7.0","16.0","0.4375"
"Counter","WineBottle","4.0","16.0","0.25"
"2Shelves","WineBottle","7.0","16.0","0.4375"
"Table","WineBottle","4.0","16.0","0.25"
"Nightstand","WineBottle","1.0","16.0","0.0625"
"ShortShelving","WineBottle","7.0","16.0","0.4375"
"Room","FilingCabinet","6.0","6.0","1.0"
"WallUnit","DvdCollection","2.0","5.0","0.4"
"MediaStorage","DvdCollection","2.0","5.0","0.4"
"Bookcase","DvdCollection","1.0","5.0","0.2"
"3Shelves","DvdCollection","1.0","5.0","0.2"
"EntertainmentCenter","DvdCollection","2.0","5.0","0.4"
"Shelving","DvdCollection","2.0","5.0","0.4"
"Room","ArtSupplies","1.0","1.0","1.0"
"Room","Stool","17.0","17.0","1.0"
"Room","WallLamp","6.0","6.0","1.0"
"Desk","BinderClip","12.0","12.0","1.0"
"Room","Mirror","9.0","10.0","0.9"
"ChestOfDrawers","Mirror","1.0","10.0","0.1"
"Dresser","Mirror","1.0","10.0","0.1"
"Room","WeirdScience","1.0","1.0","1.0"
"Room","Shelving","12.0","12.0","1.0"
"Paper","VideoGameController","1.0","71.0","0.014084507042253521"
"CoffeeTable","VideoGameController","3.0","71.0","0.04225352112676056"
"SideTable","VideoGameController","2.0","71.0","0.028169014084507043"
"ChestOfDrawers","VideoGameController","2.0","71.0","0.028169014084507043"
"Nightstand","VideoGameController","1.0","71.0","0.014084507042253521"
"DresserWithMirror","VideoGameController","1.0","71.0","0.014084507042253521"
"Table","VideoGameController","5.0","71.0","0.07042253521126761"
"EntertainmentCenter","VideoGameController","54.0","71.0","0.7605633802816901"
"Console","VideoGameController","5.0","71.0","0.07042253521126761"
"Xbox360","VideoGameController","1.0","71.0","0.014084507042253521"
"TvStand","VideoGameController","9.0","71.0","0.1267605633802817"
"VideoGameConsole","VideoGameController","5.0","71.0","0.07042253521126761"
"WallUnit","VideoGameController","45.0","71.0","0.6338028169014085"
"MediaStorage","VideoGameController","45.0","71.0","0.6338028169014085"
"Desk","VideoGameController","2.0","71.0","0.028169014084507043"
"PS2","VideoGameController","4.0","71.0","0.056338028169014086"
"Bookcase","VideoGameController","1.0","71.0","0.014084507042253521"
"3Shelves","VideoGameController","1.0","71.0","0.014084507042253521"
"Dresser","VideoGameController","1.0","71.0","0.014084507042253521"
"VideoGame","VideoGameController","1.0","71.0","0.014084507042253521"
"RoundTable","VideoGameController","2.0","71.0","0.028169014084507043"
"Desk","USBStick","7.0","14.0","0.5"
"LabTableCorner","USBStick","2.0","14.0","0.14285714285714285"
"CoveredTable","USBStick","1.0","14.0","0.07142857142857142"
"DiningTable","USBStick","1.0","14.0","0.07142857142857142"
"Counter","USBStick","2.0","14.0","0.14285714285714285"
"Bookcase","USBStick","1.0","14.0","0.07142857142857142"
"Notepad","USBStick","3.0","14.0","0.21428571428571427"
"3Shelves","USBStick","1.0","14.0","0.07142857142857142"
"Table","USBStick","1.0","14.0","0.07142857142857142"
"Room","VaseWeird","1.0","1.0","1.0"
"Crackers","LegoFigurine","1.0","1.0","1.0"
"CerealBox","LegoFigurine","1.0","1.0","1.0"
"Room","FloorGlobe","1.0","1.0","1.0"
"Room","BeanBag","4.0","5.0","0.8"
"Rug","BeanBag","1.0","5.0","0.2"
"Shelf","Scissors","1.0","6.0","0.16666666666666666"
"1Shelves","Scissors","1.0","6.0","0.16666666666666666"
"Desk","Scissors","3.0","6.0","0.5"
"DeskOrganizer","Scissors","2.0","6.0","0.3333333333333333"
"Desk","Stapler","15.0","15.0","1.0"
"Room","PictureWeird","3.0","3.0","1.0"
"EndTable","Blender","2.0","4.0","0.5"
"TableLarge","Blender","2.0","4.0","0.5"
"SideTable","Blender","2.0","4.0","0.5"
"DiningTable","Blender","2.0","4.0","0.5"
"Table","Blender","4.0","4.0","1.0"
"Bookcase","Basketball","1.0","1.0","1.0"
"3Shelves","Basketball","1.0","1.0","1.0"
"Shelving","Basketball","1.0","1.0","1.0"
"Desk","Trackpad","3.0","3.0","1.0"
"Room","SupplyCart","1.0","1.0","1.0"
"CoffeeTable","FoodPlate","2.0","14.0","0.14285714285714285"
"TableSmall","FoodPlate","1.0","14.0","0.07142857142857142"
"SideTable","FoodPlate","1.0","14.0","0.07142857142857142"
"Plate","FoodPlate","2.0","14.0","0.14285714285714285"
"LargeTable","FoodPlate","3.0","14.0","0.21428571428571427"
"DiningTable","FoodPlate","5.0","14.0","0.35714285714285715"
"Counter","FoodPlate","4.0","14.0","0.2857142857142857"
"Table","FoodPlate","8.0","14.0","0.5714285714285714"
"SmallTable","FoodPlate","1.0","14.0","0.07142857142857142"
"RoundTable","FoodPlate","2.0","14.0","0.14285714285714285"
"Room","AccentChair","1.0","1.0","1.0"
"Cabinet","Bottle","1.0","51.0","0.0196078431372549"
"Book","Bottle","1.0","51.0","0.0196078431372549"
"Shelf","Bottle","1.0","51.0","0.0196078431372549"
"ScienceDesk","Bottle","1.0","51.0","0.0196078431372549"
"CoffeeTable","Bottle","4.0","51.0","0.0784313725490196"
"Refrigerator","Bottle","2.0","51.0","0.0392156862745098"
"ChestOfDrawers","Bottle","12.0","51.0","0.23529411764705882"
"Counter","Bottle","7.0","51.0","0.13725490196078433"
"2Shelves","Bottle","10.0","51.0","0.19607843137254902"
"Table","Bottle","4.0","51.0","0.0784313725490196"
"Nightstand","Bottle","1.0","51.0","0.0196078431372549"
"ShortShelving","Bottle","10.0","51.0","0.19607843137254902"
"Rack","Bottle","1.0","51.0","0.0196078431372549"
"ScienceFridge","Bottle","8.0","51.0","0.1568627450980392"
"Room","Bottle","1.0","51.0","0.0196078431372549"
"RecyclingBin","Bottle","8.0","51.0","0.1568627450980392"
"Desk","Bottle","3.0","51.0","0.058823529411764705"
"Fridge","Bottle","2.0","51.0","0.0392156862745098"
"ClothesRack","Bottle","1.0","51.0","0.0196078431372549"
"Bookcase","Bottle","10.0","51.0","0.19607843137254902"
"Dresser","Bottle","3.0","51.0","0.058823529411764705"
"FumeHood","Bottle","1.0","51.0","0.0196078431372549"
"ScienceDesk","Laptop","1.0","31.0","0.03225806451612903"
"CoffeeTable","Laptop","2.0","31.0","0.06451612903225806"
"TableLarge","Laptop","1.0","31.0","0.03225806451612903"
"LabTable","Laptop","1.0","31.0","0.03225806451612903"
"SideTable","Laptop","2.0","31.0","0.06451612903225806"
"ChestOfDrawers","Laptop","3.0","31.0","0.0967741935483871"
"LabTableCorner","Laptop","2.0","31.0","0.06451612903225806"
"Couch","Laptop","2.0","31.0","0.06451612903225806"
"Counter","Laptop","3.0","31.0","0.0967741935483871"
"CornerDesk","Laptop","2.0","31.0","0.06451612903225806"
"Table","Laptop","6.0","31.0","0.1935483870967742"
"EndTable","Laptop","5.0","31.0","0.16129032258064516"
"Sofa","Laptop","1.0","31.0","0.03225806451612903"
"TableSmall","Laptop","1.0","31.0","0.03225806451612903"
"Desk","Laptop","11.0","31.0","0.3548387096774194"
"DiningTable","Laptop","2.0","31.0","0.06451612903225806"
"Dresser","Laptop","3.0","31.0","0.0967741935483871"
"WorkBench","Laptop","2.0","31.0","0.06451612903225806"
"Bed","Laptop","3.0","31.0","0.0967741935483871"
"RoundTable","Laptop","2.0","31.0","0.06451612903225806"
"Counter","Plates","2.0","2.0","1.0"
"Desk","DeskOrganizer","7.0","10.0","0.7"
"4Shelves","DeskOrganizer","2.0","10.0","0.2"
"ChestOfDrawers","DeskOrganizer","1.0","10.0","0.1"
"Bookcase","DeskOrganizer","2.0","10.0","0.2"
"Dresser","DeskOrganizer","1.0","10.0","0.1"
"DresserWithMirror","DeskOrganizer","1.0","10.0","0.1"
"Book","Chocolate","1.0","2.0","0.5"
"BookOpen","Chocolate","1.0","2.0","0.5"
"DiningTable","Chocolate","1.0","2.0","0.5"
"Table","Chocolate","1.0","2.0","0.5"
"SmallTable","Chocolate","1.0","2.0","0.5"
"RoundTable","Chocolate","1.0","2.0","0.5"
"Shelf","SprayPaint","1.0","1.0","1.0"
"Room","Chair","102.0","114.0","0.8947368421052632"
"Rug","Chair","10.0","114.0","0.08771929824561403"
"4Shelves","Chair","2.0","114.0","0.017543859649122806"
"Bookcase","Chair","2.0","114.0","0.017543859649122806"
"Shelf","Dustpan","2.0","2.0","1.0"
"1Shelves","Dustpan","1.0","2.0","0.5"
"Room","RecyclingBin","4.0","6.0","0.6666666666666666"
"4Shelves","RecyclingBin","2.0","6.0","0.3333333333333333"
"Shelving","RecyclingBin","2.0","6.0","0.3333333333333333"
"Rack","RecyclingBin","2.0","6.0","0.3333333333333333"
"4Shelves","Flashlight","2.0","4.0","0.5"
"ChestOfDrawers","Flashlight","2.0","4.0","0.5"
"Bookcase","Flashlight","2.0","4.0","0.5"
"Nightstand","Flashlight","2.0","4.0","0.5"
"Room","LightSwitch","21.0","21.0","1.0"
"WallUnit","Battery","15.0","20.0","0.75"
"MediaStorage","Battery","15.0","20.0","0.75"
"Desk","Battery","4.0","20.0","0.2"
"Bookcase","Battery","1.0","20.0","0.05"
"2Shelves","Battery","1.0","20.0","0.05"
"EntertainmentCenter","Battery","15.0","20.0","0.75"
"ShortShelving","Battery","1.0","20.0","0.05"
"CoffeeTable","Cup","1.0","28.0","0.03571428571428571"
"TableLarge","Cup","1.0","28.0","0.03571428571428571"
"LabTable","Cup","1.0","28.0","0.03571428571428571"
"SideTable","Cup","5.0","28.0","0.17857142857142858"
"ChestOfDrawers","Cup","5.0","28.0","0.17857142857142858"
"LargeTable","Cup","1.0","28.0","0.03571428571428571"
"CornerDesk","Cup","1.0","28.0","0.03571428571428571"
"Nightstand","Cup","5.0","28.0","0.17857142857142858"
"Table","Cup","13.0","28.0","0.4642857142857143"
"SmallTable","Cup","2.0","28.0","0.07142857142857142"
"EndTable","Cup","4.0","28.0","0.14285714285714285"
"Vanity","Cup","1.0","28.0","0.03571428571428571"
"TableSmall","Cup","3.0","28.0","0.10714285714285714"
"Desk","Cup","9.0","28.0","0.32142857142857145"
"DiningTable","Cup","6.0","28.0","0.21428571428571427"
"RoundTable","Cup","8.0","28.0","0.2857142857142857"
"EndTable","FloorLamp","1.0","19.0","0.05263157894736842"
"Room","FloorLamp","17.0","19.0","0.8947368421052632"
"Rug","FloorLamp","1.0","19.0","0.05263157894736842"
"Nightstand","FloorLamp","1.0","19.0","0.05263157894736842"
"Table","FloorLamp","1.0","19.0","0.05263157894736842"
"CoffeeTable","Phone","1.0","15.0","0.06666666666666667"
"4Shelves","Phone","2.0","15.0","0.13333333333333333"
"ChestOfDrawers","Phone","1.0","15.0","0.06666666666666667"
"2Shelves","Phone","1.0","15.0","0.06666666666666667"
"Credenza","Phone","1.0","15.0","0.06666666666666667"
"Nightstand","Phone","1.0","15.0","0.06666666666666667"
"Table","Phone","1.0","15.0","0.06666666666666667"
"EntertainmentCenter","Phone","4.0","15.0","0.26666666666666666"
"ShortShelving","Phone","1.0","15.0","0.06666666666666667"
"EndTable","Phone","1.0","15.0","0.06666666666666667"
"MediaStorage","Phone","3.0","15.0","0.2"
"WallUnit","Phone","3.0","15.0","0.2"
"Desk","Phone","6.0","15.0","0.4"
"DeskCorner","Phone","2.0","15.0","0.13333333333333333"
"Bookcase","Phone","3.0","15.0","0.2"
"EndTable","Salad","1.0","1.0","1.0"
"Table","Salad","1.0","1.0","1.0"
"SmallTable","Salad","1.0","1.0","1.0"
"Vanity","Conditioner","1.0","1.0","1.0"
"CoffeeTable","Purse","1.0","9.0","0.1111111111111111"
"Rug","Purse","1.0","9.0","0.1111111111111111"
"4Shelves","Purse","2.0","9.0","0.2222222222222222"
"ShoeRack","Purse","1.0","9.0","0.1111111111111111"
"ChestOfDrawers","Purse","4.0","9.0","0.4444444444444444"
"Bookcase","Purse","2.0","9.0","0.2222222222222222"
"Dresser","Purse","4.0","9.0","0.4444444444444444"
"2Shelves","Purse","1.0","9.0","0.1111111111111111"
"Table","Purse","1.0","9.0","0.1111111111111111"
"DresserWithMirror","Purse","4.0","9.0","0.4444444444444444"
"Rack","Purse","1.0","9.0","0.1111111111111111"
"Shelf","Gundam","8.0","10.0","0.8"
"4Shelves","Gundam","8.0","10.0","0.8"
"Bookcase","Gundam","2.0","10.0","0.2"
"3Shelves","Gundam","2.0","10.0","0.2"
"Rack","Gundam","8.0","10.0","0.8"
"Bookcase","Elephant","1.0","1.0","1.0"
"3Shelves","Elephant","1.0","1.0","1.0"
"Shelf","FigurineCrazy","3.0","8.0","0.375"
"WallUnit","FigurineCrazy","2.0","8.0","0.25"
"MediaStorage","FigurineCrazy","2.0","8.0","0.25"
"Desk","FigurineCrazy","1.0","8.0","0.125"
"4Shelves","FigurineCrazy","2.0","8.0","0.25"
"Bookcase","FigurineCrazy","2.0","8.0","0.25"
"CornerDesk","FigurineCrazy","1.0","8.0","0.125"
"EntertainmentCenter","FigurineCrazy","2.0","8.0","0.25"
"Bookcase","Baseball","2.0","2.0","1.0"
"2Shelves","Baseball","2.0","2.0","1.0"
"ShortShelving","Baseball","2.0","2.0","1.0"
"Room","SteamerProfessional","1.0","1.0","1.0"
"CoveredTable","AshTray","1.0","1.0","1.0"
"DiningTable","AshTray","1.0","1.0","1.0"
"Table","AshTray","1.0","1.0","1.0"
"Room","EndTable","14.0","14.0","1.0"
"Room","Rug","17.0","17.0","1.0"
"ChestOfDrawers","Horse","1.0","1.0","1.0"
"Dresser","Horse","1.0","1.0","1.0"
"DresserWithMirror","Horse","1.0","1.0","1.0"
"Room","WallUnit","6.0","7.0","0.8571428571428571"
"Rug","WallUnit","1.0","7.0","0.14285714285714285"
"Shelf","Broom","1.0","4.0","0.25"
"Room","Broom","3.0","4.0","0.75"
"Desk","UsbStick","7.0","14.0","0.5"
"LabTableCorner","UsbStick","2.0","14.0","0.14285714285714285"
"CoveredTable","UsbStick","1.0","14.0","0.07142857142857142"
"DiningTable","UsbStick","1.0","14.0","0.07142857142857142"
"Counter","UsbStick","2.0","14.0","0.14285714285714285"
"Bookcase","UsbStick","1.0","14.0","0.07142857142857142"
"Notepad","UsbStick","3.0","14.0","0.21428571428571427"
"3Shelves","UsbStick","1.0","14.0","0.07142857142857142"
"Table","UsbStick","1.0","14.0","0.07142857142857142"
"4Shelves","Radio","1.0","1.0","1.0"
"Shelving","Radio","1.0","1.0","1.0"
"Rack","Radio","1.0","1.0","1.0"
"Room","ClockCrazy","1.0","1.0","1.0"
"Book","ChocolateBar","1.0","1.0","1.0"
"BookOpen","ChocolateBar","1.0","1.0","1.0"
"Desk","ThreeHolePunch","5.0","5.0","1.0"
"CornerDesk","ThreeHolePunch","1.0","5.0","0.2"
"Counter","Sugar","2.0","2.0","1.0"
"Room","MusicKeyboard","2.0","4.0","0.5"
"Bookcase","MusicKeyboard","2.0","4.0","0.5"
"3Shelves","MusicKeyboard","2.0","4.0","0.5"
"Room","1Shelves","6.0","6.0","1.0"
"Room","Arcade","1.0","1.0","1.0"
"Room","Curtain","2.0","2.0","1.0"
"Room","Nightstand","12.0","12.0","1.0"
"Room","Easel","6.0","6.0","1.0"
"Room","Plotter","1.0","1.0","1.0"
"ScienceDesk","TissueBox","2.0","12.0","0.16666666666666666"
"CoffeeTable","TissueBox","1.0","12.0","0.08333333333333333"
"Room","TissueBox","1.0","12.0","0.08333333333333333"
"LabTable","TissueBox","2.0","12.0","0.16666666666666666"
"Desk","TissueBox","3.0","12.0","0.25"
"ChestOfDrawers","TissueBox","3.0","12.0","0.25"
"LabTableCorner","TissueBox","2.0","12.0","0.16666666666666666"
"Counter","TissueBox","3.0","12.0","0.25"
"Dresser","TissueBox","3.0","12.0","0.25"
"Table","TissueBox","1.0","12.0","0.08333333333333333"
"Bed","TissueBox","1.0","12.0","0.08333333333333333"
"CoffeeTable","Vase","3.0","37.0","0.08108108108108109"
"Bowl","Vase","1.0","37.0","0.02702702702702703"
"4Shelves","Vase","10.0","37.0","0.2702702702702703"
"Refrigerator","Vase","2.0","37.0","0.05405405405405406"
"ChestOfDrawers","Vase","2.0","37.0","0.05405405405405406"
"LargeTable","Vase","1.0","37.0","0.02702702702702703"
"Table","Vase","12.0","37.0","0.32432432432432434"
"SmallTable","Vase","2.0","37.0","0.05405405405405406"
"EntertainmentCenter","Vase","3.0","37.0","0.08108108108108109"
"Room","Vase","2.0","37.0","0.05405405405405406"
"EndTable","Vase","2.0","37.0","0.05405405405405406"
"Plate","Vase","1.0","37.0","0.02702702702702703"
"MediaStorage","Vase","3.0","37.0","0.08108108108108109"
"WallUnit","Vase","3.0","37.0","0.08108108108108109"
"Desk","Vase","2.0","37.0","0.05405405405405406"
"Cupboard","Vase","1.0","37.0","0.02702702702702703"
"RoundTable","Vase","8.0","37.0","0.21621621621621623"
"FilingCabinet","Vase","1.0","37.0","0.02702702702702703"
"Cabinet","Vase","1.0","37.0","0.02702702702702703"
"SideTable","Vase","4.0","37.0","0.10810810810810811"
"CornerDesk","Vase","1.0","37.0","0.02702702702702703"
"DresserWithMirror","Vase","1.0","37.0","0.02702702702702703"
"Shelving","Vase","4.0","37.0","0.10810810810810811"
"FileCabinet","Vase","1.0","37.0","0.02702702702702703"
"Rack","Vase","4.0","37.0","0.10810810810810811"
"TableSmall","Vase","2.0","37.0","0.05405405405405406"
"Fridge","Vase","2.0","37.0","0.05405405405405406"
"Bookcase","Vase","6.0","37.0","0.16216216216216217"
"DiningTable","Vase","5.0","37.0","0.13513513513513514"
"Dresser","Vase","2.0","37.0","0.05405405405405406"
"Room","PoolTable","1.0","1.0","1.0"
"Room","Clock","18.0","38.0","0.47368421052631576"
"Desk","Clock","8.0","38.0","0.21052631578947367"
"4Shelves","Clock","2.0","38.0","0.05263157894736842"
"ChestOfDrawers","Clock","10.0","38.0","0.2631578947368421"
"Bookcase","Clock","2.0","38.0","0.05263157894736842"
"Dresser","Clock","1.0","38.0","0.02631578947368421"
"Nightstand","Clock","10.0","38.0","0.2631578947368421"
"Refrigerator","Magnet","1.0","1.0","1.0"
"Fridge","Magnet","1.0","1.0","1.0"
"Desk","SnowGlobe","2.0","4.0","0.5"
"ChestOfDrawers","SnowGlobe","2.0","4.0","0.5"
"Dresser","SnowGlobe","2.0","4.0","0.5"
"CoffeeTable","FruitBowl","6.0","16.0","0.375"
"TableLarge","FruitBowl","1.0","16.0","0.0625"
"LabTable","FruitBowl","1.0","16.0","0.0625"
"ChestOfDrawers","FruitBowl","1.0","16.0","0.0625"
"LargeTable","FruitBowl","1.0","16.0","0.0625"
"Counter","FruitBowl","1.0","16.0","0.0625"
"DresserWithMirror","FruitBowl","1.0","16.0","0.0625"
"Table","FruitBowl","13.0","16.0","0.8125"
